variable,value
control_posts_lag2,81.1026696073045
control_posts_lag2,61.21723750362639
control_posts_lag2,66.93132852635142
control_posts_lag2,94.21968755393576
control_posts_lag2,64.73684603350571
control_posts_lag2,56.73937055119811
control_posts_lag2,58.22051660850994
control_posts_lag2,63.849832054949616
control_posts_lag2,50.93247561903556
control_posts_lag2,69.37835418733326
control_posts_lag2,58.098995345124905
control_posts_lag2,69.87809321237862
control_posts_lag2,55.30338103506554
norm_post_count,58.56005170405115
norm_post_count,68.785217902863
norm_post_count,79.1940636420153
norm_post_count,64.54073709627426
norm_post_count,78.88557386870468
norm_post_count,61.36548615626941
norm_post_count,59.88148460139507
norm_post_count,97.0844251782897
norm_post_count,79.44469457905404
norm_post_count,47.92133667541478
norm_post_count,80.52664948974947
norm_post_count,64.20646234045557
norm_post_count,83.70298299349108
norm_post_count,72.02150376341882
norm_post_count,81.02865314923022
norm_post_count,87.88098255453758
norm_post_count,62.710537493020155
norm_post_count,69.37330380889213
norm_post_count,68.9776907851905
norm_post_count,89.34480425689043
norm_post_count,69.8571078140935
norm_post_count,87.45593193674947
norm_post_count,58.61854592131809
norm_post_count,70.1030377594141
norm_post_count,90.57144616419072
